"Grupao","Grupo","Familia","Especie","NomeComum","PrincipaisAmeacas"
"Fauna","Peixes Continentais","Loricariidae","Hopliancistrus tricornis","Bodó-seda","caça/pesca/captura"
"Fauna","Peixes Continentais","Loricariidae","Hopliancistrus tricornis","Bodó-seda","Produção de energia"
"Flora","Angiospermas","Annonaceae","Hornschuchia alba","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Hornschuchia alba","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Hornschuchia cauliflora","-","extraçao de madeira"
"Flora","Angiospermas","Annonaceae","Hornschuchia cauliflora","-","distribuiçao restrita"
"Flora","Angiospermas","Annonaceae","Hornschuchia cauliflora","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Hornschuchia cauliflora","-","agropecuaria"
"Flora","Angiospermas","Annonaceae","Hornschuchia obliqua","-","agropecuaria"
"Flora","Angiospermas","Annonaceae","Hornschuchia obliqua","-","extraçao de madeira"
"Flora","Angiospermas","Annonaceae","Hornschuchia obliqua","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Houlletia brocklehurstiana","-","queimadas"
"Flora","Angiospermas","Melastomataceae","Huberia carvalhoi","mundururu","agropecuaria"
"Flora","Angiospermas","Melastomataceae","Huberia espiritosantensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Melastomataceae","Huberia pirani","-","vazio"
"Flora","Angiospermas","Humiriaceae","Humiriastrum spiritu-sancti","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Hyalyris fiammetta","Borboleta","agropecuaria"
"Fauna","Invertebrados Terrestres","Nymphalidae","Hyalyris fiammetta","Borboleta","expansão urbana"
"Fauna","Invertebrados Terrestres","Nymphalidae","Hyalyris leptalina leptalina","Borboleta","agropecuaria"
"Fauna","Invertebrados Terrestres","Nymphalidae","Hyalyris leptalina leptalina","Borboleta","expansão urbana"
"Flora","Angiospermas","Violaceae","Hybanthus albus","-","agropecuaria"
"Flora","Angiospermas","Araliaceae","Hydrocotyle langsdorffii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Araliaceae","Hydrocotyle langsdorffii","-","agropecuaria"
"Flora","Angiospermas","Araliaceae","Hydrocotyle langsdorffii","-","queimadas"
"Flora","Angiospermas","Araliaceae","Hydrocotyle langsdorffii","-","extraçao de madeira"
"Fauna","Répteis","Dipsadidae","Hydrodynastes melanogigas","Cobra-d'água-grande-do-tocantins","expansão urbana"
"Fauna","Répteis","Dipsadidae","Hydrodynastes melanogigas","Cobra-d'água-grande-do-tocantins","Produção de energia"
"Fauna","Aves","Caprimulgidae","Hydropsalis candicans","Bacurau-de-rabo-branco","queimadas"
"Fauna","Aves","Dendrocolaptidae","Hylexetastes brigidai","Arapaçu-de-loro-cinza","agropecuaria"
"Fauna","Aves","Dendrocolaptidae","Hylexetastes brigidai","Arapaçu-de-loro-cinza","queimadas"
"Fauna","Aves","Grallariidae","Hylopezus paraensis","Torom-do-pará","agropecuaria"
"Fauna","Aves","Vireonidae","Hylophilus ochraceiceps rubrifrons","Vite-vite-uirapuru","agropecuaria"
"Flora","Angiospermas","Fabaceae","Hymenaea parvifolia","jutaí","extraçao de madeira"
"Flora","Angiospermas","Fabaceae","Hymenolobium excelsum","-","coleta"
"Flora","Pteridófitas","Hymenophyllaceae","Hymenophyllum sampaioanum","-","expansão urbana"
"Flora","Pteridófitas","Hymenophyllaceae","Hymenophyllum sampaioanum","-","queimadas"
"Flora","Pteridófitas","Hymenophyllaceae","Hymenophyllum silveirae","-","mineraçao"
"Fauna","Peixes Continentais","Loricariidae","Hypancistrus zebra","Cascudo-zebra-imperial","caça/pesca/captura"
"Fauna","Peixes Continentais","Loricariidae","Hypancistrus zebra","Cascudo-zebra-imperial","Produção de energia"
"Flora","Angiospermas","Lamiaceae","Hypenia aristulata","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hypenia crispata","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hypenia micrantha","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hypenia subrosea","-","vazio"
"Flora","Angiospermas","Hypericaceae","Hypericum mutilum","-","plantaçao de madereiras"
"Fauna","Peixes Continentais","Characidae","Hyphessobrycon coelestinus","Desconhecido","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Hyphessobrycon duragenys","Lambari","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Hyphessobrycon duragenys","Lambari","poluiçao"
"Fauna","Peixes Continentais","Characidae","Hyphessobrycon flammeus","Tetra-vermelho","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Hyphessobrycon flammeus","Tetra-vermelho","poluiçao"
"Fauna","Invertebrados Terrestres","Vesperidae","Hypocephalus armatus","Carocha","agropecuaria"
"Fauna","Invertebrados Terrestres","Vesperidae","Hypocephalus armatus","Carocha","caça/pesca/captura"
"Fauna","Aves","Thamnophilidae","Hypocnemis ochrogyna","Cantador-ocráceo","agropecuaria"
"Flora","Angiospermas","Cyperaceae","Hypolytrum amorimii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Hypolytrum bahiense","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Hypolytrum bahiense","-","expansão urbana"
"Flora","Angiospermas","Cyperaceae","Hypolytrum lucennoi","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Hypolytrum lucennoi","-","agropecuaria"
"Flora","Angiospermas","Cyperaceae","Hypolytrum lucennoi","-","especies invasoras"
"Flora","Angiospermas","Cyperaceae","Hypolytrum paraense","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Hypolytrum paraense","-","extraçao para combustivel"
"Fauna","Peixes Continentais","Anostomidae","Hypomasticus thayeri","Timburé","especies exoticas"
"Fauna","Peixes Continentais","Anostomidae","Hypomasticus thayeri","Timburé","barragens"
"Fauna","Peixes Continentais","Anostomidae","Hypomasticus thayeri","Timburé","abastecimento/drenagem"
"Fauna","Peixes Continentais","Anostomidae","Hypomasticus thayeri","Timburé","poluiçao"
"Fauna","Peixes Marinhos","Epinephelidae","Hyporthodus nigritus","Cherne-negro ","caça/pesca/captura"
"Fauna","Peixes Marinhos","Epinephelidae","Hyporthodus niveatus","Cherne-verdadeiro","caça/pesca/captura"
"Fauna","Invertebrados Terrestres","Streptaxidae","Hypselartemon alveus","Caracol","expansão urbana"
"Fauna","Invertebrados Terrestres","Streptaxidae","Hypselartemon alveus","Caracol","desastres naturais"
"Fauna","Invertebrados Terrestres","Streptaxidae","Hypselartemon alveus","Caracol","queimadas"
"Fauna","Anfíbios","Hylidae","Hypsiboas curupi","Desconhecido","agropecuaria"
"Fauna","Anfíbios","Hylidae","Hypsiboas curupi","Desconhecido","Produção de energia"
"Fauna","Anfíbios","Hylidae","Hypsiboas cymbalum","Desconhecido","poluiçao"
"Fauna","Anfíbios","Hylidae","Hypsiboas semiguttatus","Desconhecido","agropecuaria"
"Fauna","Anfíbios","Hylidae","Hypsiboas semiguttatus","Desconhecido","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias adornatus","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias alternatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias alternatus","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias auratus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias brunoi","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias brunoi","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias carlettoi","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias fasciatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias flammeus","Peixe-da-chuva","Produção de energia"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias flavicaudatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias fulminantis","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias fulminantis","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias fulminantis","Peixe-anual","industrias"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias ghisolfii","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias ghisolfii","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias ghisolfii","Peixe-anual","industrias"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias gibberatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias guanambi","Peixe-anual","transportes (terrestre/aereo/aquatico)"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias harmonicus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias hellneri","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias igneus","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias janaubensis","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias longignatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias lopesi","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias macaubensis","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias magnificus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias marginatus","Peixe-da-chuva","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias mediopapillatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias mediopapillatus","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias multiradiatus","Peixe-da-chuva","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias multiradiatus","Peixe-da-chuva","Produção de energia"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias nielseni","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias notatus","Peixe-da-chuva","barragens"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias notatus","Peixe-da-chuva","abastecimento/drenagem"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias notatus","Peixe-da-chuva","transportes (terrestre/aereo/aquatico)"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias picturatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias rufus","Peixe-anual","transportes (terrestre/aereo/aquatico)"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias similis","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias stellatus","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias tocantinensis","Desconhecido","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias trilineatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Hypsolebias virgulatus","Peixe-anual","agropecuaria"
"Flora","Angiospermas","Lamiaceae","Hyptidendron claussenii","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptidendron conspersum","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis alpestris","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis angustifolia","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis arenaria","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis bahiensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lamiaceae","Hyptis bahiensis","-","poluiçao"
"Flora","Angiospermas","Lamiaceae","Hyptis colligata","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis cruciformis","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis frondosa","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis hamatidens","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis imbricatiformis","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis pachyphylla","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis penaeoides","-","vazio"
"Flora","Angiospermas","Lamiaceae","Hyptis rhypidiophylla","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Hysterionica pinnatiloba","margaridinha-do-perau","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Hysterionica pinnatiloba","margaridinha-do-perau","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Asteraceae","Hysterionica pinnatisecta","-","mineraçao"
"Fauna","Invertebrados Terrestres","Corinnidae","Ianduba paubrasil","Aranha-formiga","extracao florestal"
"Fauna","Invertebrados Terrestres","Corinnidae","Ianduba paubrasil","Aranha-formiga","queimadas"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Iandumoema setimapocu","Opilião","agropecuaria"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Iandumoema setimapocu","Opilião","mineraçao"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Iandumoema uai","Opilião","agropecuaria"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Iandumoema uai","Opilião","barragens"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Iandumoema uai","Opilião","abastecimento/drenagem"
"Flora","Angiospermas","Asteraceae","Ianthopappus corymbosus","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Ianthopappus corymbosus","-","especies invasoras"
"Flora","Angiospermas","Asteraceae","Ichthyothere elliptica","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Ichthyothere elliptica","-","agropecuaria"
"Fauna","Invertebrados Terrestres","Ideoroncidae","Ideoroncus cavicola","Pseudoescorpião","expansão urbana"
"Fauna","Invertebrados Terrestres","Ideoroncidae","Ideoroncus cavicola","Pseudoescorpião","poluiçao"
"Flora","Angiospermas","Plantaginaceae","Ildefonsia bibracteata","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Plantaginaceae","Ildefonsia bibracteata","-","plantaçao de madereiras"
"Flora","Angiospermas","Plantaginaceae","Ildefonsia bibracteata","-","agropecuaria"
"Flora","Angiospermas","Aquifoliaceae","Ilex auricula","-","agropecuaria"
"Flora","Angiospermas","Aquifoliaceae","Ilex auricula","-","mineraçao"
"Flora","Angiospermas","Aquifoliaceae","Ilex auricula","-","queimadas"
"Flora","Angiospermas","Aquifoliaceae","Ilex loranthoides","-","mineraçao"
"Flora","Angiospermas","Aquifoliaceae","Ilex loranthoides","-","queimadas"
"Flora","Angiospermas","Aquifoliaceae","Ilex prostrata","-","mineraçao"
"Flora","Angiospermas","Aquifoliaceae","Ilex prostrata","-","Turismo desordenado"
"Flora","Angiospermas","Aquifoliaceae","Ilex prostrata","-","expansão urbana"
"Flora","Angiospermas","Fabaceae","Inga aptera","ingá preta","agropecuaria"
"Flora","Angiospermas","Fabaceae","Inga arenicola","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Fabaceae","Inga enterolobioides","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Fabaceae","Inga enterolobioides","-","distribuiçao restrita"
"Flora","Angiospermas","Fabaceae","Inga grazielae","-","agropecuaria"
"Flora","Angiospermas","Fabaceae","Inga grazielae","-","endogamia"
"Flora","Angiospermas","Fabaceae","Inga maritima","ingá da restinga","distribuiçao restrita"
"Flora","Angiospermas","Fabaceae","Inga maritima","ingá da restinga","expansão urbana"
"Flora","Angiospermas","Fabaceae","Inga mendoncaei","ingá","distribuiçao restrita"
"Flora","Angiospermas","Fabaceae","Inga pedunculata","-","agropecuaria"
"Flora","Angiospermas","Fabaceae","Inga platyptera","-","Turismo desordenado"
"Flora","Angiospermas","Fabaceae","Inga platyptera","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Fabaceae","Inga pleiogyna","ingá preta; ingá veludo","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Fabaceae","Inga pleiogyna","ingá preta; ingá veludo","agropecuaria"
"Flora","Angiospermas","Fabaceae","Inga praegnans","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Fabaceae","Inga suborbicularis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Fabaceae","Inga unica","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Mamíferos","Iniidae","Inia geoffrensis","Boto-cor-de-rosa","caça/pesca/captura"
"Fauna","Mamíferos","Iniidae","Inia geoffrensis","Boto-cor-de-rosa","mineraçao"
"Fauna","Mamíferos","Iniidae","Inia geoffrensis","Boto-cor-de-rosa","Produção de energia"
"Fauna","Mamíferos","Iniidae","Inia geoffrensis","Boto-cor-de-rosa","poluiçao"
"Fauna","Aves","Tityridae","Iodopleura pipra","Anambezinho","agropecuaria"
"Fauna","Aves","Tityridae","Iodopleura pipra","Anambezinho","expansão urbana"
"Fauna","Aves","Tityridae","Iodopleura pipra leucopygia","Anambezinho","agropecuaria"
"Fauna","Aves","Tityridae","Iodopleura pipra leucopygia","Anambezinho","expansão urbana"
"Fauna","Aves","Tityridae","Iodopleura pipra pipra","Anambezinho","agropecuaria"
"Fauna","Aves","Tityridae","Iodopleura pipra pipra","Anambezinho","expansão urbana"
"Flora","Angiospermas","Convolvulaceae","Ipomoea carajasensis","-","mineraçao"
"Flora","Angiospermas","Convolvulaceae","Ipomoea cavalcantei","-","mineraçao"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","Turismo desordenado"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","mineraçao"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","expansão urbana"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","especies invasoras"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Convolvulaceae","Ipomoea daturiflora","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Convolvulaceae","Ipomoea macedoi","-","agropecuaria"
"Flora","Angiospermas","Convolvulaceae","Ipomoea subrevoluta","-","agropecuaria"
"Flora","Angiospermas","Myristicaceae","Iryanthera campinae","-","mineraçao"
"Flora","Angiospermas","Myristicaceae","Iryanthera campinae","-","agropecuaria"
"Flora","Angiospermas","Orchidaceae","Isabelia virginalis","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Continentais","Loricariidae","Isbrueckerichthys saxicola","Cascudo ","agropecuaria"
"Fauna","Peixes Continentais","Loricariidae","Isbrueckerichthys saxicola","Cascudo ","expansão urbana"
"Fauna","Anfíbios","Brachycephalidae","Ischnocnema manezinho","Rãzinha-do-folhiço-da-ilha","expansão urbana"
"Flora","Angiospermas","Marantaceae","Ischnosiphon ovatus","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Invertebrados Terrestres","Ctenidae","Isoctenus corymbus","Desconhecido","Turismo desordenado"
"Flora","Pteridófitas","Isoetaceae","Isoetes bradei","-","expansão urbana"
"Flora","Pteridófitas","Isoetaceae","Isoetes luetzelburgii","-","vazio"
"Fauna","Peixes Marinhos","Carcharhinidae","Isogomphodon oxyrhynchus","Cação-quati","caça/pesca/captura"
"Fauna","Invertebrados Terrestres","Isotomidae","Isotomiella uai","Colêmbolo","mineraçao"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis bambui","Bagrinho-de-caverna","Turismo desordenado"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis cahyensis","Desconhecido","agropecuaria"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis epikarsticus","Bagrinho-de-caverna","ameaça desconhecida"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis epikarsticus","Bagrinho-de-caverna","Turismo desordenado"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis mambai","Desconhecido","mudanças na dinamica das especies nativas"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis mambai","Desconhecido","Turismo desordenado"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis passensis","Bagrinho-de-caverna","agropecuaria"
"Fauna","Peixes Continentais","Trichomycteridae","Ituglanis ramiroi","Bagrinho-de-caverna","agropecuaria"
"Flora","Angiospermas","Bignoniaceae","Jacaranda carajasensis","-","mineraçao"
"Flora","Angiospermas","Bignoniaceae","Jacaranda crassifolia","-","expansão urbana"
"Flora","Angiospermas","Bignoniaceae","Jacaranda egleri","-","extraçao de madeira"
"Flora","Angiospermas","Bignoniaceae","Jacaranda grandifoliolata","caroba; carobinha","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bignoniaceae","Jacaranda intricata","-","mineraçao"
"Flora","Angiospermas","Bignoniaceae","Jacaranda microcalyx","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bignoniaceae","Jacaranda rugosa","-","baixo recrutamento/reproduçao/regeneraçao"
"Flora","Angiospermas","Convolvulaceae","Jacquemontia cephalantha","-","vazio"
"Flora","Angiospermas","Convolvulaceae","Jacquemontia revoluta","-","Turismo desordenado"
"Flora","Angiospermas","Convolvulaceae","Jacquemontia revoluta","-","agropecuaria"
"Flora","Angiospermas","Convolvulaceae","Jacquemontia revoluta","-","queimadas"
"Flora","Pteridófitas","Pteridaceae","Jamesonia biardii","-","vazio"
"Flora","Pteridófitas","Pteridaceae","Jamesonia brasiliensis","-","desastres naturais"
"Flora","Pteridófitas","Pteridaceae","Jamesonia brasiliensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Pteridaceae","Jamesonia cheilanthoides","-","vazio"
"Flora","Pteridófitas","Pteridaceae","Jamesonia insignis","-","vazio"
"Flora","Pteridófitas","Pteridaceae","Jamesonia rufescens","-","vazio"
"Flora","Angiospermas","Malpighiaceae","Janusia linearifolia","-","vazio"
"Flora","Angiospermas","Malpighiaceae","Janusia occhionii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Malpighiaceae","Janusia schwannioides","-","distribuiçao restrita"
"Flora","Briófitas","Pallaviciniaceae","Jensenia difformis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Briófitas","Pallaviciniaceae","Jensenia difformis","-","queimadas"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia diphyes","Canivete","especies exoticas"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia diphyes","Canivete","poluiçao"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","aquicultura"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","mineraçao"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","industrias"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","poluiçao"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","poluiçao"
"Fauna","Peixes Continentais","Anablepidae","Jenynsia sanctaecatarinae","Desconhecido","assoreamento"
"Flora","Angiospermas","Apocynaceae","Jobinia hatschbachii","-","extraçao de madeira"
"Fauna","Invertebrados Aquáticos","Gecarcinidae","Johngarthia lagostoma","Caranguejo-amarelo","especies exoticas"
"Fauna","Invertebrados Aquáticos","Gecarcinidae","Johngarthia lagostoma","Caranguejo-amarelo","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Riodinidae","Joiceya praeclarus","Fadinha","agropecuaria"
"Fauna","Invertebrados Terrestres","Riodinidae","Joiceya praeclarus","Fadinha","expansão urbana"
"Fauna","Invertebrados Terrestres","Riodinidae","Joiceya praeclarus","Fadinha","poluiçao"
"Flora","Briófitas","Jungermanniaceae","Jungermannia decolor","-","agropecuaria"
"Flora","Briófitas","Jungermanniaceae","Jungermannia decolor","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Briófitas","Jungermanniaceae","Jungermannia decolor","-","especies invasoras"
"Fauna","Mamíferos","Cricetidae","Juscelinomys candango","Rato-candango","agropecuaria"
"Flora","Angiospermas","Acanthaceae","Justicia clausseniana","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Acanthaceae","Justicia genuflexa","-","vazio"
"Flora","Angiospermas","Acanthaceae","Justicia paranaensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Acanthaceae","Justicia polita","-","queimadas"
"Flora","Angiospermas","Acanthaceae","Justicia polita","-","transportes (terrestre/aereo/aquatico)"
"Flora","Angiospermas","Acanthaceae","Justicia polita","-","expansão urbana"
"Flora","Angiospermas","Acanthaceae","Justicia ramulosa","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Acanthaceae","Justicia ramulosa","-","agropecuaria"
"Flora","Angiospermas","Acanthaceae","Justicia ramulosa","-","extraçao de madeira"
"Flora","Angiospermas","Acanthaceae","Justicia tijucensis","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Acanthaceae","Justicia tijucensis","-","queimadas"
"Flora","Angiospermas","Acanthaceae","Justicia tijucensis","-","especies invasoras"
"Flora","Angiospermas","Acanthaceae","Justicia tijucensis","-","agropecuaria"
"Fauna","Peixes Marinhos","Istiophoridae","Kajikia albida","Agulhão-branco","caça/pesca/captura"
"Fauna","Peixes Continentais","Doradidae","Kalyptodoras bahiensis","Peracuca","especies exoticas"
"Fauna","Peixes Continentais","Doradidae","Kalyptodoras bahiensis","Peracuca","barragens"
"Fauna","Peixes Continentais","Doradidae","Kalyptodoras bahiensis","Peracuca","abastecimento/drenagem"
"Fauna","Peixes Continentais","Doradidae","Kalyptodoras bahiensis","Peracuca","poluiçao"
"Fauna","Répteis","Teiidae","Kentropyx vanzoi","Calango","agropecuaria"
"Fauna","Mamíferos","Caviidae","Kerodon acrobata","Mocó","agropecuaria"
"Fauna","Mamíferos","Caviidae","Kerodon acrobata","Mocó","caça/pesca/captura"
"Fauna","Mamíferos","Caviidae","Kerodon acrobata","Mocó","mineraçao"
"Fauna","Mamíferos","Caviidae","Kerodon acrobata","Mocó","queimadas"
"Fauna","Mamíferos","Caviidae","Kerodon rupestris","Mocó","agropecuaria"
"Fauna","Mamíferos","Caviidae","Kerodon rupestris","Mocó","caça/pesca/captura"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","especies invasoras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","extraçao de madeira"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","plantaçao de madereiras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","agropecuaria"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","queimadas"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","agropecuaria"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","especies invasoras"
