"Grupao","Grupo","Familia","Especie","NomeComum","AreasProtegidas","PAN","OrdenamentoPesqueiro","ProtecaoNacional","ExclusivaBrasil"
"Flora","Angiospermas","Malpighiaceae","Camarea elongata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Malpighiaceae","Camarea humifusa","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Malpighiaceae","Camarea linearifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Cambajuva ulei","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Cambessedesia atropurpurea","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Cambessedesia gracilis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Cambessedesia hermogenesii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Cambessedesia weddellii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Cambessedesia wurdackii","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius maranhensis","Siriruia","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius spinosus","Siriruia","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius yacutinga","Siriruia","Não","Não","Não","0","Não"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias brucei","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias chrysolineatus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias dorsimaculatus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias intermedius","Peixe-anual","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Myrtaceae","Campomanesia espiritosantensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Campomanesia hirsuta","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Campomanesia macrobracteolata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Campomanesia prosthecesepala","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Myrtaceae","Campomanesia reitziana","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Campuloclinium parvulum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Campylocentrum pernambucense","-","Sim","Não","Não","2","Sim"
"Flora","Briófitas","Dicranaceae","Campylopus densicoma","-","Sim","Não","Não","2","Não"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus cardosoi","Arapaçu-do-tapajós","Sim","Não","Não","3","Sim"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus multostriatus","Arapaçu-de-bico-curvo-do-xingu","Sim","Não","Não","3","Sim"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus trochilirostris trochilirostris","Arapaçu-beija-flor","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Canastra lanceolata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistropsis albiflora","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistropsis elata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum alagoanum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum aurantiacum","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Bromeliaceae","Canistrum camacaense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum fosterianum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum guzmanioides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum montanum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum pickelii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Canistrum triangulare","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Canthon corpulentus","Besouro rola-bosta","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Canthon quadripunctatus","Besouro rola-bosta","Não","Não","Não","0","Não"
"Flora","Angiospermas","Euphorbiaceae","Caperonia buettneriacea","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Capitonidae","Capito dayi","Capitão-de-cinta","Sim","Não","Não","3","Não"
"Flora","Angiospermas","Rubiaceae","Carapichea ipecacuanha","-","Sim","Não","Não","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus galapagensis","Tubarão-das-galápagos","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus longimanus","Tubarão-galha-branca","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus obscurus","Cação-fidalgo","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus perezi","Tubarão-dos-recifes","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus plumbeus","Tubarão-galhudo","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus porosus","Cação-azeiteiro","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Carcharhinidae","Carcharhinus signatus","Cação-noturno","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Odontaspididae","Carcharias taurus","Cação-mangona","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Lamnidae","Carcharodon carcharias","Tubarão-branco","Sim","Sim","Não","3","Não"
"Fauna","Invertebrados Aquáticos","Gecarcinidae","Cardisoma guanhumi","Guaiamum","Sim","Sim","Sim","3","Não"
"Fauna","Répteis","Cheloniidae","Caretta caretta","Tartaruga-cabeçuda","Sim","Sim","Sim","4","Não"
"Flora","Angiospermas","Lecythidaceae","Cariniana ianeirensis","Jequitibá-açu","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Lecythidaceae","Cariniana legalis","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Lecythidaceae","Cariniana parvifolia","jequitibá-cravino","Sim","Não","Não","2","Sim"
"Fauna","Aves","Cotingidae","Carpornis melanocephala","Sabiá-pimenta","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Lycidae","Cartagonum apiuba","Besouro","Sim","Não","Não","3","Sim"
"Fauna","Aves","Cardinalidae","Caryothraustes canadensis frontalis","Furriel ","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Salicaceae","Casearia paranaensis","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Aquáticos","Cassidulidae","Cassidulus mitis","Ouriço-do-mar","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Simaroubaceae","Castela tweedii","romãzeirinha","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Terrestres","Aeshnidae","Castoraeschna januaria","Libélula","Não","Não","Não","0","Não"
"Flora","Angiospermas","Orchidaceae","Catasetum mattosianum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Catolesia mentiens","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya aclandiae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya dormaniana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya granulosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya guttata","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya harrisoniana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya intermedia","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya labiata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya porphyroglossa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya schilleriana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya schofieldiana","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya tenuis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya tigrina","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya velutina","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya walkeriana","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cattleya warneri","-","Sim","Não","Não","2","Sim"
"Fauna","Mamíferos","Caviidae","Cavia intermedia","Preá","Sim","Não","Não","1","Sim"
"Fauna","Mamíferos","Cebidae","Cebus kaapori","Caiarara","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Meliaceae","Cedrela fissilis","-","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Meliaceae","Cedrela lilloi","-","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Meliaceae","Cedrela odorata","cedro; cedro branco; cedro rosa; cedro vermelho","Sim","Sim","Não","3","Não"
"Fauna","Invertebrados Terrestres","Ctenidae","Celaetycheus mungunza","Desconhecido","Não","Não","Não","0","Sim"
"Fauna","Aves","Picidae","Celeus flavus subflavus","Pica-pau-amarelo","Sim","Não","Não","2","Sim"
"Fauna","Aves","Picidae","Celeus obrieni","Pica-pau-do-parnaíba","Sim","Não","Não","2","Sim"
"Fauna","Aves","Picidae","Celeus torquatus pieteroyensi","Pica-pau-de-coleira ","Não","Sim","Não","1","Sim"
"Fauna","Aves","Picidae","Celeus torquatus tinnunculus","Pica-pau-de-coleira ","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Centroglossa castellensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Centrolobium paraense","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Fabaceae","Centrosema carajasense","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Ciidae","Ceracis cassumbensis","Desconhecido","Sim","Não","Não","1","Sim"
"Flora","Pteridófitas","Polypodiaceae","Ceradenia capillaris","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Polypodiaceae","Ceradenia glaziovii","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Polypodiaceae","Ceradenia warmingii","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Thamnophilidae","Cercomacra ferdinandi","Chororó-de-goiás","Sim","Sim","Não","4","Sim"
"Fauna","Peixes Marinhos","Microdesmidae","Cerdale fasciata","Peixe-lombriga-listrado","Sim","Sim","Sim","3","Sim"
"Flora","Angiospermas","Cactaceae","Cereus mirabella","-","Sim","Não","Não","2","Sim"
"Fauna","Mamíferos","Cricetidae","Cerradomys goytaca","Rato-do-chão","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Cetorhinidae","Cetorhinus maximus","Tubarão-peregrino","Sim","Sim","Sim","2","Não"
"Fauna","Mamíferos","Erethizontidae","Chaetomys subspinosus","Ouriço-preto","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista anamariae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista atroglandulosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista catolesensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista cipoana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista fodinarum","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista lagotois","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista stillifera","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista tephrosiifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Chamaecrista ulmea","-","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Formicariidae","Chamaeza nobilis fulvipectus","Tovaca-estriada","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Chaptalia chapadensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chaptalia cordifolia","Lingua-de-vaca","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chaptalia hermogenis","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Crenuchidae","Characidium grajahuensis","Canivete","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Crenuchidae","Characidium heirmostigmata","Canivete ","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Crenuchidae","Characidium oiticicai","Canivete ","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Crenuchidae","Characidium vestigipinne","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Aves","Charadriidae","Charadrius wilsonia","Batuíra-bicuda","Sim","Sim","Não","3","Não"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus acaraje","Aranha-chicote","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus asturius","Aranha-chicote","Sim","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus eleonorae","Aranha-chicote","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus potiguar","Aranha-chicote","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus troglobius","Aranha-chicote","Não","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Pieridae","Charonias theano","Borboleta","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chascolytrum brasiliense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chascolytrum bulbosum","-","Não","Sim","Não","2","Não"
"Flora","Angiospermas","Poaceae","Chascolytrum itatiaiae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chascolytrum parodianum","-","Não","Não","Não","1","Não"
"Flora","Angiospermas","Poaceae","Chascolytrum scabrum","-","Sim","Sim","Não","2","Informação não disponível"
"Fauna","Peixes Continentais","Heptapteridae","Chasmocranus brachynema","Bagrinho","Sim","Sim","Não","2","Sim"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes incisa","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes juergensii","-","Sim","Sim","Não","2","Não"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes regnelliana","-","Sim","Não","Não","2","Sim"
"Fauna","Répteis","Cheloniidae","Chelonia mydas","Tartaruga-verde","Sim","Sim","Sim","5","Não"
"Fauna","Anfíbios","Microhylidae","Chiasmocleis alagoanus","Desconhecido","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Oleaceae","Chionanthus fluminensis","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Oleaceae","Chionanthus subsessilis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Oleaceae","Chionanthus tenuis","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Chionolaena lychnophorioides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Euphorbiaceae","Chiropetalum foliosum","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Euphorbiaceae","Chiropetalum gymnadenium","-","Sim","Não","Não","2","Sim"
"Fauna","Mamíferos","Pitheciidae","Chiropotes satanas","Cuxiú-preto","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Pitheciidae","Chiropotes utahicki","Cuxiú","Sim","Sim","Não","4","Sim"
"Flora","Angiospermas","Orchidaceae","Chloraea membranacea","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Rubiaceae","Chomelia modesta","-","Não","Não","Não","1","Sim"
"Fauna","Peixes Marinhos","Serranidae","Choranthias salmopunctatus","Canário-do-mar","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chresta souzae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chromolaena angusticeps","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chromolaena arrayana","-","Não","Não","Não","1","Não"
"Flora","Angiospermas","Asteraceae","Chromolaena costatipes","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Chromolaena rhinanthacea","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Chronopappus bifrons","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Briófitas","Dithrichaceae","Chrysoblastella chilensis","-","Sim","Não","Não","2","Não"
"Fauna","Mamíferos","Canidae","Chrysocyon brachyurus","Lobo-guará","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Asteraceae","Chrysolaena nicolackii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Sapotaceae","Chrysophyllum imperiale","guapeba; marmeleiro-do-mato","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Sapotaceae","Chrysophyllum januariense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chusquea attenuata","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Poaceae","Chusquea baculifera","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chusquea erecta","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chusquea heterophylla","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Poaceae","Chusquea pulchella","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Chusquea tenuiglumis","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Turdidae","Cichlopsis leucogenys","Sabiá-castanho","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Furnariidae","Cinclodes espinhacensis","pedreiro-do-espinhaço","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Cinnamomum erythropus","-","Sim","Sim","Não","3","Informação não disponível"
"Flora","Angiospermas","Lauraceae","Cinnamomum hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Cinnamomum quadrangulum","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Cipocereus bradei","Quiabo-da-lapa","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Cipocereus crassisepalus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Cipocereus laniflorus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Cipocereus minensis","Rabo-de-raposa, Quiabo-da-lapa, Quiabo-do-inferno","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Cipocereus pusilliflorus","-","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Accipitridae","Circus cinereus","Gavião-cinza","Sim","Sim","Não","4","Não"
"Flora","Angiospermas","Orchidaceae","Cirrhaea fuscolutea","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cirrhaea loddigesii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Cirrhaea longiracemosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Vitaceae","Cissus apendiculata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Vitaceae","Cissus inundata","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Verbenaceae","Citharexylum obtusifolium","-","Sim","Não","Não","2","Informação não disponível"
"Fauna","Aves","Columbidae","Claravis geoffroyi","Pararu-espelho","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Orchidaceae","Cleistes aphylla","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Clusiaceae","Clusia aemygdioi","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon carnegiei","Barrigudinho ","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon hypselurus","Barrigudinho ","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon iguape","Guarú-de-apiaí","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon omorgmatos","Barrigudinho","Não","Sim","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium bezerra","Besouro","Sim","Sim","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium caatinga","Besouro","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium cessaima","Besouro","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium formoso","Besouro","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium pains","Besouro","Não","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium ricardoi","Besouro","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium tapiaguassu","Besouro","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium tessai","Besouro","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Gesneriaceae","Codonanthe carnosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Codonanthe venosa","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Orchidaceae","Codonorchis canisioi","-","Não","Não","Não","2","Sim"
"Fauna","Mamíferos","Erethizontidae","Coendou speratus","Coandu-mirim","Sim","Não","Não","1","Sim"
"Flora","Angiospermas","Poaceae","Colanthelia macrostachya","-","Sim","Não","Não","2","Informação não disponível"
