"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Flora","Angiospermas","Asteraceae","Aspilia silphioides","-","Em Perigo (EN)"
"Flora","Pteridófitas","Aspleniaceae","Asplenium beckeri","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Aspleniaceae","Asplenium bradeanum","-","Em Perigo (EN)"
"Flora","Pteridófitas","Aspleniaceae","Asplenium castaneum","-","Em Perigo (EN)"
"Flora","Pteridófitas","Aspleniaceae","Asplenium schwackei","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Aspleniaceae","Asplenium trindadense","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cyclanthaceae","Asplundia polymera subsp. reitzii","-","Vulnerável (VU)"
"Fauna","Aves","Furnariidae","Asthenes hudsoni","João-platino","Vulnerável (VU)"
"Flora","Angiospermas","Euphorbiaceae","Astraea cincta","-","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten articulatus","Estrela-do-mar","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten brasiliensis","Estrela-do-mar","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten marginatus","Estrela-do-mar","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Astyanax eremus","Lambari, Piaba","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Characidae","Astyanax gymnogenys","Lambari ","Em Perigo (EN)"
"Fauna","Peixes Continentais","Characidae","Astyanax jordanensis","Lambari ","Vulnerável (VU)"
"Fauna","Mamíferos","Atelidae","Ateles belzebuth","Macaco-aranha","Vulnerável (VU)"
"Fauna","Mamíferos","Atelidae","Ateles chamek","Macaco-aranha-de-cara-preta","Vulnerável (VU)"
"Fauna","Mamíferos","Atelidae","Ateles marginatus","Coatá-da-testa-branca","Em Perigo (EN)"
"Fauna","Mamíferos","Canidae","Atelocynus microtis","Cachorro-do-mato-de-orelhas-curtas","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Ateuchus squalidus","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus lazzarotoi","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus maricensis","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus nudiventris","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus simplicis","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Atractus caete","Cobra-da-terra-da-floresta","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Atractus hoogmoedi","Desconhecido","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Atractus ronnie","Cobra-da-terra-dos-brejos","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Atractus serranus","Desconhecido","Vulnerável (VU)"
"Fauna","Répteis","Dipsadidae","Atractus thalesdelemai","Cobra-da-terra-do-sul","Em Perigo (EN)"
"Flora","Briófitas","Dicranaceae","Atractylocarpus brasiliensis","-","Em Perigo (EN)"
"Flora","Briófitas","Dicranaceae","Atractylocarpus longisetus","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Formicidae","Atta robusta","Saúva-preta","Vulnerável (VU)"
"Flora","Angiospermas","Arecaceae","Attalea barreirensis","Catole","Vulnerável (VU)"
"Flora","Angiospermas","Arecaceae","Attalea brasiliensis","Indaiá","Em Perigo (EN)"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","Vulnerável (VU)"
"Fauna","Aves","Trochilidae","Augastes lumachella","Beija-flor-de-gravata-vermelha","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Austroeupatorium rosmarinaceum","-","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias adloffi","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias alexandri","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias arachan","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias carvalhoi","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias charrua","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cheradophilus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cyaneus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias ibicuiensis","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias jaegari","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias juanlangi","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias litzi","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias luteoflammulatus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias melanoorus","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias minuano","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nachtigalli","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nigrofasciatus","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias paucisquama","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias periodicus","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias prognathus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias univentripinnis","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias varzeae","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias vazferreirai","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias wolterstorffi","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia diversipes","Aranha-caranguejeira","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia gamba","Aranha-caranguejeira","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Axonopus carajasensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Axonopus hydrolithicus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Axonopus monticola","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Axonopus ramboi","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Axonopus uninodis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Baccharis aracatubensis","alecrim","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Baccharis concinna","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Baccharis elliptica","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Baccharis hypericifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Baccharis lychnophora","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Baccharis penningtonii","carqueja","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Baccharis polyphylla","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Baccharis pseudoalpestris","-","Vulnerável (VU)"
"Fauna","Répteis","Gymnophthalmidae","Bachia didactyla","Desconhecido","Em Perigo (EN)"
"Fauna","Répteis","Gymnophthalmidae","Bachia psamophila","Desconhecido","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Plantaginaceae","Bacopa cochlearia","-","Em Perigo (EN)"
"Flora","Angiospermas","Arecaceae","Bactris timbuiensis","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes capixaba","Siriruia","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes iuaquita","Siriruia","Vulnerável (VU)"
"Fauna","Peixes Continentais","Pimelodidae","Bagropsis reinhardti","Bagre ","Vulnerável (VU)"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","Em Perigo (EN)"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera physalus","Baleia-fin","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis andersonii","-","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis basifixa","-","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis cipoensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hirsuta","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis magdalenensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis pseudojanusia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis sellowiana","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Baptistonia kautskyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Baptistonia truncata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia delicatula","-","Em Perigo (EN)"
"Flora","Angiospermas","Velloziaceae","Barbacenia exscapa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia glutinosa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia gounelleana","-","Em Perigo (EN)"
"Flora","Angiospermas","Velloziaceae","Barbacenia longiscapa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia paranaensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Velloziaceae","Barbacenia pungens","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia riparia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Velloziaceae","Barbacenia rodriguesii","-","Em Perigo (EN)"
"Flora","Angiospermas","Velloziaceae","Barbacenia spectabilis","-","Em Perigo (EN)"
"Flora","Angiospermas","Velloziaceae","Barbacenia spiralis","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Barbosella trilobata","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus niveatus","Acari","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Bauhinia integerrima","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia albidula","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia altamiroi","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia apparicioi","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia bahiensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia besleriifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia coccinea","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia crispula","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia curtii","-","Vulnerável (VU)"
"Flora","Angiospermas","Begoniaceae","Begonia dentatiloba","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia espiritosantensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia handroi","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia ibitiocensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia inconspicua","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia itaguassuensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia itatinensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia jureiensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia kuhlmannii","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia larorum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia organensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia paranaensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia paulensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia piresiana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia pluvialis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia polygonifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia ruschii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia salesopolensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia santoslimae","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia scharffii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia smilacina","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia stenolepis","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia sylvatica","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia toledoana","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia undulata","-","Em Perigo (EN)"
"Flora","Angiospermas","Begoniaceae","Begonia venosa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Begoniaceae","Begonia vicina","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Beilschmiedia rigida","canela-batata; canela-tapinha","Em Perigo (EN)"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Berberidaceae","Berberis kleinii","-","Vulnerável (VU)"
"Flora","Angiospermas","Euphorbiaceae","Bernardia confertifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Euphorbiaceae","Bernardia crassifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Bertolonia angustifolia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Bertolonia formosa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Bertolonia foveolata","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Bertolonia hoehneana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Bertolonia leuzeana","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Bertolonia paranaensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Besleria umbrosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Bifrenaria silvana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Bifrenaria wittigii","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Billbergia brasiliensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Bipinnula biplumata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Bipinnula penicillata","-","Em Perigo (EN)"
"Fauna","Mamíferos","Cervidae","Blastocerus dichotomus","Cervo-do-pantanal","Vulnerável (VU)"
"Flora","Pteridófitas","Blechnaceae","Blechnum andinum","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Blechnaceae","Blechnum heringeri","-","Vulnerável (VU)"
"Flora","Pteridófitas","Blechnaceae","Blechnum sprucei","-","Vulnerável (VU)"
"Flora","Pteridófitas","Blechnaceae","Blechnum squamipes","-","Em Perigo (EN)"
"Flora","Briófitas","Lejeuneaceae","Blepharolejeunea securifolia","-","Em Perigo (EN)"
"Fauna","Anfíbios","Hylidae","Bokermannohyla vulcaniae","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Anfíbios","Plethodontidae","Bolitoglossa paraensis","Salamandra","Em Perigo (EN)"
"Flora","Angiospermas","Calyceraceae","Boopis bupleuroides","-","Em Perigo (EN)"
"Flora","Angiospermas","Calyceraceae","Boopis itatiaiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Bothriochloa laguroides","-","Vulnerável (VU)"
"Fauna","Répteis","Viperidae","Bothrops alcatraz","Jararaca-de-alcatrazes","Criticamente em Perigo (CR)"
"Fauna","Répteis","Viperidae","Bothrops insularis","Jararaca-ilhôa","Criticamente em Perigo (CR)"
"Fauna","Répteis","Viperidae","Bothrops muriciensis","Jararacuçu-de-murici","Em Perigo (EN)"
"Fauna","Répteis","Viperidae","Bothrops otavioi","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Répteis","Viperidae","Bothrops pirajai","Jararacuçu-tapete","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brachionidium restrepioides","-","Vulnerável (VU)"
"Fauna","Anfíbios","Brachycephalidae","Brachycephalus pernix","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Hypopomidae","Brachyhypopomus jureiae","Tuvira-da-juréia","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Formicidae","Brachymyrmex micromegas","Formiga","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brachystele camporum","-","Vulnerável (VU)"
"Fauna","Mamíferos","Atelidae","Brachyteles arachnoides","Muriqui-do-sul","Em Perigo (EN)"
"Fauna","Mamíferos","Atelidae","Brachyteles hypoxanthus","Muriqui-do-norte","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Bradea anomala","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Bradea bicornuta","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Bradea montana","-","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia crispa","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia grandis","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia lobata","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia perrinii","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia tenebrosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brasilaelia xanthina","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Brasilicereus markgrafii","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brasilidium marshallianum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Brasilidium pectorale","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Brasiliorchis schunkeana","-","Em Perigo (EN)"
"Fauna","Répteis","Mabuyidae","Brasiliscincus caissara","Calango-liso-da-restinga","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Prodidomidae","Brasilomma enigmatica","Desconhecido","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Brassia arachnoidea","-","Vulnerável (VU)"
"Flora","Angiospermas","Hedwigiaceae","Braunia plicata","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Bromelia braunii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Bromelia macedoi","-","Vulnerável (VU)"
"Flora","Briófitas","Lejeuneaceae","Bromeliophila natans","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Bromidium ramboi","-","Criticamente em Perigo (CR)"
