"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","MG"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","PB"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","PE"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","RJ"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","SE"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","SP"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus aureatus","Acari-da-pedra","PA"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus pariolispos","Acari-da-pedra","PA"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus pariolispos","Acari-da-pedra","TO"
"Fauna","Invertebrados Terrestres","Scolopendridae","Scolopendropsis duplicata","Lacraia, centopeia","TO"
"Fauna","Peixes Marinhos","Scorpaenidae","Scorpaenodes insularis","Peixe-pedra-arco-iris ","PE"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","ES"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","RJ"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","SP"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","PR"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","SC"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","RS"
"Flora","Angiospermas","Orchidaceae","Scuticaria irwiniana","-","MG"
"Flora","Angiospermas","Orchidaceae","Scuticaria itirapinensis","-","SP"
"Flora","Angiospermas","Orchidaceae","Scuticaria kautskyi","-","ES"
"Flora","Angiospermas","Orchidaceae","Scuticaria kautskyi","-","MG"
"Flora","Angiospermas","Orchidaceae","Scuticaria strictifolia","-","SP"
"Fauna","Aves","Rhinocryptidae","Scytalopus diamantinensis","Tapaculo-da-chapada-diamantina","BA"
"Fauna","Aves","Rhinocryptidae","Scytalopus gonzagai","Macuquinho-preto-baiano","BA"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","MG"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","PR"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","RS"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","SC"
"Fauna","Aves","Rhinocryptidae","Scytalopus novacapitalis","Tapaculo-de-brasília","DF"
"Fauna","Aves","Rhinocryptidae","Scytalopus novacapitalis","Tapaculo-de-brasília","GO"
"Fauna","Aves","Rhinocryptidae","Scytalopus novacapitalis","Tapaculo-de-brasília","MG"
"Flora","Pteridófitas","Selaginellaceae","Selaginella mendoncae","-","RJ"
"Flora","Pteridófitas","Selaginellaceae","Selaginella mendoncae","-","SP"
"Fauna","Aves","Ramphastidae","Selenidera gouldii baturitensis","Saripoca-de-gould","CE"
"Flora","Angiospermas","Fabaceae","Sellocharis paradoxa","-","RS"
"Flora","Angiospermas","Gentianaceae","Senaea coerulea","-","MG"
"Flora","Angiospermas","Gentianaceae","Senaea janeirensis","-","ES"
"Flora","Angiospermas","Gentianaceae","Senaea janeirensis","-","MG"
"Flora","Angiospermas","Gentianaceae","Senaea janeirensis","-","RJ"
"Flora","Angiospermas","Asteraceae","Senecio almasensis","-","BA"
"Flora","Angiospermas","Asteraceae","Senecio caparaoensis","-","MG"
"Flora","Angiospermas","Asteraceae","Senecio caparaoensis","-","SC"
"Flora","Angiospermas","Asteraceae","Senecio gertii","-","MG"
"Flora","Angiospermas","Asteraceae","Senecio graciellae","-","ES"
"Flora","Angiospermas","Asteraceae","Senecio hatschbachii","-","MG"
"Flora","Angiospermas","Asteraceae","Senecio heteroschizus","-","PR"
"Flora","Angiospermas","Asteraceae","Senecio heteroschizus","-","RS"
"Flora","Angiospermas","Asteraceae","Senecio langei","-","PR"
"Flora","Angiospermas","Asteraceae","Senecio langei","-","SC"
"Flora","Angiospermas","Asteraceae","Senecio langei","-","SP"
"Flora","Angiospermas","Asteraceae","Senecio promatensis","-","RS"
"Flora","Angiospermas","Asteraceae","Senecio ramboanus","-","RS"
"Flora","Angiospermas","Asteraceae","Senecio ramboanus","-","SC"
"Flora","Angiospermas","Asteraceae","Senecio riograndensis","-","RS"
"Flora","Angiospermas","Sapindaceae","Serjania divaricocca","-","ES"
"Flora","Angiospermas","Sapindaceae","Serjania hatschbachii","-","PR"
"Flora","Angiospermas","Sapindaceae","Serjania hatschbachii","-","SP"
"Fauna","Aves","Tyrannidae","Serpophaga hypoleuca pallida","Alegrinho-do-rio","PA"
"Fauna","Aves","Tyrannidae","Serpophaga hypoleuca pallida","Alegrinho-do-rio","TO"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","PR"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","RS"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","SP"
"Flora","Angiospermas","Poaceae","Setaria stolonifera","-","RS"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","RJ"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","GO"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","MA"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","MG"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","MS"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","MT"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","SP"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","ES"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","RJ"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","SP"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","MS"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","SP"
"Flora","Angiospermas","Simaroubaceae","Simaba suaveolens","-","MG"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","BA"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","MG"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","MT"
"Flora","Angiospermas","Rubiaceae","Simira grazielae","Arariba","BA"
"Flora","Angiospermas","Rubiaceae","Simira grazielae","Arariba","ES"
"Flora","Angiospermas","Rubiaceae","Simira hatschbachiorum","-","ES"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys boitonei","Peixe-anual","DF"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys cholopteryx","Desconhecido","MT"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys nigromaculatus","Peixe-da-chuva","GO"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys parallelus","Peixe-anual","GO"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys punctulatus","Peixe-anual","GO"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys santanae","Peixe-anual","DF"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys zonatus","Peixe-anual","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia aghensis","-","ES"
"Flora","Angiospermas","Gesneriaceae","Sinningia araneosa","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia carangolensis","-","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia cardinalis","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia cochlearis","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","GO"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","MT"
"Flora","Angiospermas","Gesneriaceae","Sinningia glazioviana","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia glazioviana","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia guttata","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia harleyi","-","BA"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","PR"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","SC"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia hirsuta","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia iarae","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia insularis","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia kautskyi","-","ES"
"Flora","Angiospermas","Gesneriaceae","Sinningia lindleyi","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia lineata","-","RS"
"Flora","Angiospermas","Gesneriaceae","Sinningia lineata","-","SC"
"Flora","Angiospermas","Gesneriaceae","Sinningia micans","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia piresiana","-","SP"
"Flora","Angiospermas","Gesneriaceae","Sinningia rupicola","-","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia striata","-","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia tuberosa","-","MG"
"Flora","Angiospermas","Gesneriaceae","Sinningia tuberosa","-","RJ"
"Flora","Angiospermas","Gesneriaceae","Sinningia valsuganensis","-","ES"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","BA"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","ES"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","MG"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","ES"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","MG"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","SP"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","BA"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","ES"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","MG"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","PE"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","RJ"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","SP"
"Flora","Angiospermas","Asteraceae","Smallanthus araucariophilus","-","RS"
"Flora","Angiospermas","Asteraceae","Smallanthus riograndensis","-","RS"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","MG"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","PR"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","RJ"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","SC"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","SP"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","MG"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","RJ"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","SP"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","ES"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","MG"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","RJ"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","SP"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","ES"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","RJ"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","SP"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","BA"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","MG"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","RJ"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","SP"
"Flora","Angiospermas","Solanaceae","Solanum arenarium","-","RJ"
"Flora","Angiospermas","Solanaceae","Solanum arenarium","-","RS"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","MG"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","RJ"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","ES"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","MG"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","RJ"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","CE"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","PB"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","PE"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","RJ"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","SP"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","RJ"
"Flora","Angiospermas","Solanaceae","Solanum santosii","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum spissifolium","-","SP"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","PR"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","RS"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","SC"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","BA"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","ES"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","MG"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","RJ"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","AL"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","AP"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","BA"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","CE"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","ES"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","MA"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","PA"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","PB"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","PE"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","PI"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","PR"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","RJ"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","RN"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","SC"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","SE"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","SP"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","RJ"
"Fauna","Invertebrados Terrestres","Escadabiidae","Spaeleoleptes spaeleus","Opilião","MG"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","BA"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","AL"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","BA"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","CE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","ES"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","MA"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","PB"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","PE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","PI"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","PR"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","RJ"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","RN"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","SC"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","SE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","SP"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","AL"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","BA"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","CE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","ES"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","MA"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","PB"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","PE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","PI"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","PR"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","RJ"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","RN"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","SC"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","SE"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","SP"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","ES"
"Flora","Angiospermas","Orchidaceae","Specklinia gomesferreirae","-","PE"
"Fauna","Peixes Continentais","Rivulidae","Spectrolebias reticulatus","Desconhecido","PA"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica allodentatus","Pseudoescorpião","BA"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica iuiu","Pseudoescorpião","BA"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica muchmorei","Pseudoescorpião","SP"
"Fauna","Invertebrados Terrestres","Chernetidae","Spelaeochernes gracilipalpus","Pseudoescorpião","SP"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Speocera eleonorae","Desconhecido","MS"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","AC"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","AM"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","AP"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","BA"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","CE"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","DF"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","ES"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","GO"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","MA"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","MG"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","MS"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","MT"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","PA"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","PE"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","PI"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","PR"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","RJ"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","RO"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","RR"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","SC"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","SP"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","TO"
"Flora","Angiospermas","Gesneriaceae","Sphaerorrhiza burchellii","-","TO"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","ES"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","PR"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","RJ"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","RS"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","SC"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","SP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","ES"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","RJ"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","SP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","ES"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","PR"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","RJ"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","RS"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","SC"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","SP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","ES"
